eventid,eventtype,start_year,start_month,start_day,end_year,end_month,end_day,eventagency,borough,category,subcategoryname,zipcode,zip_count_by_year,zip_count_by_month,zip_count_total
608021,Shooting Permit,2021,10,27,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10029,50,8,629
607984,Shooting Permit,2021,10,27,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,595,52,7113
607983,Shooting Permit,2021,10,28,2021,10,28,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11211,79,9,1811
607983,Shooting Permit,2021,10,28,2021,10,28,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11222,1066,98,9543
607983,Shooting Permit,2021,10,28,2021,10,28,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11249,133,18,1756
607980,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,595,52,7113
607968,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Cable-episodic,11237,247,22,1860
607968,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Cable-episodic,11385,234,22,1985
607958,Shooting Permit,2021,10,27,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11101,595,52,7113
607940,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607937,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10002,167,16,2217
607937,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10038,127,20,1086
607937,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10065,88,10,1046
607936,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11102,25,4,303
607936,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11103,10,2,196
607936,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11105,56,11,557
607936,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11369,1,1,50
607936,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11370,5,2,59
607936,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11372,5,2,81
607934,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11206,109,16,1005
607927,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10021,74,3,873
607927,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10023,131,9,1593
607927,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10075,37,3,502
607906,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607903,Shooting Permit,2021,10,28,2021,10,28,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607892,Shooting Permit,2021,10,27,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,595,52,7113
607890,Shooting Permit,2021,10,27,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607888,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607882,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607879,Shooting Permit,2021,10,29,2021,10,29,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607878,Shooting Permit,2021,10,27,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607875,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607873,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Television,Episodic series,10451,18,2,266
607873,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Television,Episodic series,10452,11,2,193
607873,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Television,Episodic series,10456,12,2,103
607870,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607856,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10022,179,21,1662
607856,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10065,88,10,1046
607850,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Short,10012,178,23,2300
607850,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Short,10013,254,40,3065
607849,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11237,247,22,1860
607849,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11385,234,22,1985
607845,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11206,109,16,1005
607843,Shooting Permit,2021,10,25,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607823,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Not Applicable,10012,178,23,2300
607823,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Not Applicable,10013,254,40,3065
607819,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10011,266,30,3256
607819,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10014,156,34,2233
607812,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,11232,57,8,655
607807,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10003,149,16,2429
607803,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11218,36,8,546
607800,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11101,595,52,7113
607796,Shooting Permit,2021,10,24,2021,10,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,News,10036,258,24,4309
607796,Shooting Permit,2021,10,24,2021,10,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,News,10105,76,11,1013
607794,Shooting Permit,2021,10,23,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,News,10036,258,24,4309
607794,Shooting Permit,2021,10,23,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,News,10105,76,11,1013
607793,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607786,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11105,56,11,557
607771,Shooting Permit,2021,10,27,2021,10,28,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10017,139,15,1426
607766,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10024,94,1,880
607766,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10027,104,6,1159
607766,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10031,23,3,656
607735,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10019,241,19,2785
607734,Shooting Permit,2021,10,29,2021,10,30,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11374,6,1,137
607734,Shooting Permit,2021,10,29,2021,10,30,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11385,234,22,1985
607729,Shooting Permit,2021,10,26,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10001,134,16,2283
607729,Shooting Permit,2021,10,26,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10010,117,16,1336
607729,Shooting Permit,2021,10,26,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10011,266,30,3256
607729,Shooting Permit,2021,10,26,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10016,103,13,1155
607719,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Cable-episodic,11419,2,1,27
607719,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Cable-episodic,11434,14,3,43
607713,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11206,109,16,1005
607713,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11237,247,22,1860
607698,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10017,139,15,1426
607694,Shooting Permit,2021,11,6,2021,11,7,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Not Applicable,10065,88,9,1046
607694,Shooting Permit,2021,11,6,2021,11,7,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Not Applicable,10454,88,6,802
607694,Shooting Permit,2021,11,6,2021,11,7,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Not Applicable,11217,114,3,1450
607695,Shooting Permit,2021,11,2,2021,11,8,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Not Applicable,10023,131,11,1593
607688,Shooting Permit,2021,10,23,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10011,266,30,3256
607684,Shooting Permit,2021,10,27,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Still Photography,Not Applicable,10013,254,40,3065
607684,Shooting Permit,2021,10,27,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Still Photography,Not Applicable,11220,23,2,370
607684,Shooting Permit,2021,10,27,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Still Photography,Not Applicable,11232,57,8,655
607683,Shooting Permit,2021,10,31,2021,10,31,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10001,134,16,2283
607683,Shooting Permit,2021,10,31,2021,10,31,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10016,103,13,1155
607679,Shooting Permit,2021,10,27,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10001,134,16,2283
607678,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10001,134,16,2283
607678,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10014,156,34,2233
607675,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10013,254,40,3065
607670,Shooting Permit,2021,10,23,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,11206,109,16,1005
607668,Shooting Permit,2021,10,29,2021,10,29,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10022,179,21,1662
607667,Shooting Permit,2021,10,28,2021,10,28,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10022,179,21,1662
607661,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10019,241,19,2785
607655,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Not Applicable,10013,254,40,3065
607652,Shooting Permit,2021,10,24,2021,10,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Short,10013,254,40,3065
607650,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Short,10013,254,40,3065
607651,Shooting Permit,2021,10,23,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Short,10013,254,40,3065
607649,Shooting Permit,2021,10,27,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11201,161,16,2701
607648,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11201,161,16,2701
607647,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11201,161,16,2701
607636,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11231,132,7,1296
607630,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11101,595,52,7113
607626,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11105,56,11,557
607625,Shooting Permit,2021,10,23,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Still Photography,Not Applicable,11232,57,8,655
607612,Shooting Permit,2021,10,24,2021,10,24,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11105,56,11,557
607612,Shooting Permit,2021,10,24,2021,10,24,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11367,12,1,151
607610,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,WEB,Not Applicable,11222,1066,98,9543
607600,Shooting Permit,2021,10,23,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10002,167,16,2217
607600,Shooting Permit,2021,10,23,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10012,178,23,2300
607600,Shooting Permit,2021,10,23,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10013,254,40,3065
607599,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Children,11222,1066,98,9543
607599,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Children,11378,31,5,503
607597,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607596,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10003,149,16,2429
607583,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10021,74,3,873
607583,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10065,88,10,1046
607581,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11237,247,22,1860
607581,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11385,234,22,1985
607575,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Television,Episodic series,10461,26,5,65
607575,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Television,Episodic series,10462,14,3,46
607566,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11222,1066,98,9543
607566,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11249,133,18,1756
607562,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11217,114,6,1450
607545,Shooting Permit,2021,10,21,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10007,82,7,841
607545,Shooting Permit,2021,10,21,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10013,254,40,3065
607545,Shooting Permit,2021,10,21,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10038,127,20,1086
607534,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11415,16,2,343
607534,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11418,18,1,183
607533,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10011,266,30,3256
607533,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10014,156,34,2233
607529,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11101,595,52,7113
607518,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10003,149,16,2429
607518,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10010,117,16,1336
607518,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10029,50,8,629
607506,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Commercial,Commercial,10461,26,5,65
607506,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Commercial,Commercial,10467,7,1,52
607504,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Television,Cable-episodic,10473,131,8,243
607501,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11378,31,5,503
607495,Shooting Permit,2021,10,22,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Film,Feature,10468,1,1,145
607491,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Staten Island,Television,Episodic series,10309,8,2,149
607489,Shooting Permit,2021,10,21,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11105,56,11,557
607484,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10002,167,16,2217
607484,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,11215,55,7,917
607472,Shooting Permit,2021,10,21,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11209,18,1,214
607468,Shooting Permit,2021,10,31,2021,10,31,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10014,156,34,2233
607467,Shooting Permit,2021,10,30,2021,10,30,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10014,156,34,2233
607466,Shooting Permit,2021,10,29,2021,10,29,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10014,156,34,2233
607465,Shooting Permit,2021,10,28,2021,10,29,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10014,156,34,2233
607462,Shooting Permit,2021,10,27,2021,10,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10014,156,34,2233
607461,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10014,156,34,2233
607460,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10014,156,34,2233
607456,Shooting Permit,2021,10,24,2021,10,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10014,156,34,2233
607454,Shooting Permit,2021,10,23,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10014,156,34,2233
607449,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10004,68,7,710
607449,Shooting Permit,2021,10,25,2021,10,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10005,97,10,852
607448,Shooting Permit,2021,10,21,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10005,97,10,852
607448,Shooting Permit,2021,10,21,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10038,127,20,1086
607448,Shooting Permit,2021,10,21,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10045,30,6,120
607443,Shooting Permit,2021,10,24,2021,10,24,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Still Photography,Not Applicable,11215,55,7,917
607442,Shooting Permit,2021,10,23,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Still Photography,Not Applicable,11215,55,7,917
607442,Shooting Permit,2021,10,23,2021,10,23,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Still Photography,Not Applicable,11249,133,18,1756
607444,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Still Photography,Not Applicable,11206,109,16,1005
607444,Shooting Permit,2021,10,26,2021,10,26,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Still Photography,Not Applicable,11385,234,22,1985
607441,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Children,10011,266,30,3256
607441,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Children,11378,31,5,503
607435,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Commercial,Commercial,10474,25,8,263
607424,Shooting Permit,2021,10,20,2021,10,20,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,595,52,7113
607423,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10031,23,3,656
607423,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10032,16,2,560
607422,Shooting Permit,2021,11,4,2021,11,4,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Theater,Theater,10036,258,42,4309
607413,Shooting Permit,2021,10,20,2021,10,20,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10002,167,16,2217
607410,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10011,266,30,3256
607410,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10014,156,34,2233
607408,Shooting Permit,2021,10,20,2021,10,20,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,595,52,7113
607406,Shooting Permit,2021,10,20,2021,10,20,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11217,114,6,1450
607404,Shooting Permit,2021,10,20,2021,10,20,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11105,56,11,557
607403,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Children,11375,26,5,271
607403,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Children,11378,31,5,503
607399,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11101,595,52,7113
607398,Shooting Permit,2021,10,21,2021,10,21,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1066,98,9543
607397,Shooting Permit,2021,10,22,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11201,161,16,2701
607394,Shooting Permit,2021,10,28,2021,10,29,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,WEB,Not Applicable,11232,57,8,655
607393,Shooting Permit,2021,10,27,2021,10,28,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,WEB,Not Applicable,11223,14,8,112
607391,Shooting Permit,2021,10,27,2021,10,28,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10005,97,10,852
607391,Shooting Permit,2021,10,27,2021,10,28,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10012,178,23,2300
607391,Shooting Permit,2021,10,27,2021,10,28,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10013,254,40,3065
607391,Shooting Permit,2021,10,27,2021,10,28,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10038,127,20,1086
607388,Shooting Permit,2021,10,21,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10003,149,16,2429
607388,Shooting Permit,2021,10,21,2021,10,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10010,117,16,1336
