eventid,eventtype,start_year,start_month,start_day,end_year,end_month,end_day,eventagency,borough,category,subcategoryname,zipcode,zip_count_by_year,zip_count_by_month,zip_count_total
300349,Shooting Permit,2016,7,19,2016,7,19,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Cable-episodic,11385,179,6,1985
300320,Shooting Permit,2016,7,16,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10027,102,10,1159
300320,Shooting Permit,2016,7,16,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10035,17,4,252
300305,Shooting Permit,2016,7,20,2016,7,20,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10007,78,15,841
300304,Shooting Permit,2016,7,19,2016,7,19,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10007,78,15,841
300290,Shooting Permit,2016,7,19,2016,7,19,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11222,1006,96,9543
300258,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Cable-episodic,10022,163,16,1662
300258,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Cable-episodic,10044,14,4,151
300258,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Cable-episodic,10065,111,7,1046
300258,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Cable-episodic,11101,752,79,7113
300242,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10024,102,4,880
300242,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10128,40,13,491
300235,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10004,81,14,710
300234,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Talk Show,10019,321,29,2785
300224,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,752,79,7113
300209,Shooting Permit,2016,7,18,2016,7,19,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10011,376,31,3256
300209,Shooting Permit,2016,7,18,2016,7,19,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10012,285,30,2300
300209,Shooting Permit,2016,7,18,2016,7,19,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10014,228,25,2233
300200,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10014,228,25,2233
300193,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10003,269,29,2429
300187,Shooting Permit,2016,7,19,2016,7,20,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10002,212,25,2217
300187,Shooting Permit,2016,7,19,2016,7,20,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10038,120,18,1086
300179,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,752,79,7113
300179,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11222,1006,96,9543
300179,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11378,40,3,503
300167,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11226,100,9,829
300165,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,11204,3,1,36
300134,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Morning Show,10023,163,11,1593
300127,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10001,218,28,2283
300119,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1006,96,9543
300117,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Staten Island,Television,Episodic series,10301,25,2,226
300117,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Staten Island,Television,Episodic series,10310,30,4,126
300116,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11106,251,17,1877
300114,Shooting Permit,2016,7,16,2016,7,17,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10020,69,2,652
300114,Shooting Permit,2016,7,16,2016,7,17,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10112,20,1,184
300099,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,752,79,7113
300092,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11205,125,8,1052
300092,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11211,225,24,1811
300090,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11201,275,28,2701
300086,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Documentary,Not Applicable,10033,41,2,382
300068,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1006,96,9543
300061,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1006,96,9543
300060,Shooting Permit,2016,7,19,2016,7,20,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10017,135,14,1426
300060,Shooting Permit,2016,7,19,2016,7,20,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,11222,1006,96,9543
300058,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11211,225,24,1811
300057,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10018,142,16,1314
300045,Shooting Permit,2016,7,16,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10036,509,45,4309
300024,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1006,96,9543
300024,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11225,41,4,381
300024,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11238,71,4,833
300002,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11102,35,6,303
300002,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11249,173,7,1756
299998,Shooting Permit,2016,7,13,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11378,40,3,503
299991,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Cable-episodic,11101,752,79,7113
299988,Shooting Permit,2016,7,16,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,WEB,Not Applicable,10017,135,14,1426
299988,Shooting Permit,2016,7,16,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,WEB,Not Applicable,11237,189,7,1860
299985,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10001,218,28,2283
299985,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10010,107,14,1336
299985,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10016,113,15,1155
299985,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10018,142,16,1314
299985,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,11237,189,7,1860
299980,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10016,113,15,1155
299980,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10019,321,29,2785
299980,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10036,509,45,4309
299980,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,11101,752,79,7113
299972,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1006,96,9543
299932,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,News,10036,509,45,4309
299917,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10002,212,25,2217
299917,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10007,78,15,841
299917,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10013,228,20,3065
299917,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10038,120,18,1086
299910,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Student,Student Film,10009,65,8,699
299902,Shooting Permit,2016,7,13,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10003,269,29,2429
299902,Shooting Permit,2016,7,13,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10007,78,15,841
299902,Shooting Permit,2016,7,13,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10013,228,20,3065
299895,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11101,752,79,7113
299895,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1006,96,9543
299892,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10004,81,14,710
299892,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10005,90,14,852
299890,Shooting Permit,2016,7,16,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,WEB,Not Applicable,11201,275,28,2701
299887,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11213,11,3,143
299884,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1006,96,9543
299878,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1006,96,9543
299877,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1006,96,9543
299871,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10014,228,25,2233
299871,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10021,81,7,873
299871,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10065,111,7,1046
299811,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11385,179,6,1985
299809,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,752,79,7113
299806,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11205,125,8,1052
299803,Shooting Permit,2016,7,17,2016,7,20,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Not Applicable,10038,120,18,1086
299797,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Cable-episodic,11101,752,79,7113
299796,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11222,1006,96,9543
299789,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Staten Island,Television,Episodic series,10310,30,4,126
299782,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,WEB,Not Applicable,11237,189,7,1860
299769,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11201,275,28,2701
299758,Shooting Permit,2016,7,20,2016,7,20,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-other,10003,269,29,2429
299758,Shooting Permit,2016,7,20,2016,7,20,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-other,10011,376,31,3256
299759,Shooting Permit,2016,7,21,2016,7,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-other,10003,269,29,2429
299759,Shooting Permit,2016,7,21,2016,7,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-other,10011,376,31,3256
299742,Shooting Permit,2016,7,17,2016,7,17,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10004,81,14,710
299742,Shooting Permit,2016,7,17,2016,7,17,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10005,90,14,852
299742,Shooting Permit,2016,7,17,2016,7,17,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10038,120,18,1086
299740,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,11206,88,7,1005
299728,Shooting Permit,2016,7,19,2016,7,19,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Not Applicable,10003,269,29,2429
299726,Shooting Permit,2016,7,25,2016,7,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Talk Show,10019,321,29,2785
299724,Shooting Permit,2016,7,18,2016,7,19,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Talk Show,10019,321,29,2785
299717,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10017,135,14,1426
299717,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10022,163,16,1662
299708,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10002,212,25,2217
299708,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10007,78,15,841
299708,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10013,228,20,3065
299708,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10038,120,18,1086
299704,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,752,79,7113
299701,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,752,79,7113
299690,Shooting Permit,2016,7,19,2016,7,20,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Student,Student Film,11217,181,8,1450
299651,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11212,21,8,70
299643,Shooting Permit,2016,7,12,2016,7,12,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10019,321,29,2785
299643,Shooting Permit,2016,7,12,2016,7,12,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10022,163,16,1662
299643,Shooting Permit,2016,7,12,2016,7,12,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10065,111,7,1046
299642,Shooting Permit,2016,7,12,2016,7,12,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,News,10036,509,45,4309
299639,Shooting Permit,2016,7,18,2016,7,18,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11231,126,12,1296
299637,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10013,228,20,3065
299624,Shooting Permit,2016,7,15,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Not Applicable,10010,107,14,1336
299609,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10002,212,25,2217
299609,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10013,228,20,3065
299609,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10018,142,16,1314
299609,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10035,17,4,252
299609,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10038,120,18,1086
299608,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1006,96,9543
299606,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10021,81,7,873
299606,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10023,163,11,1593
299606,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10075,55,4,502
299594,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Feature,11101,752,79,7113
299566,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,11205,125,8,1052
299527,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10021,81,7,873
299526,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10005,90,14,852
299526,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10038,120,18,1086
299498,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11225,41,4,381
299498,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11238,71,4,833
299468,Shooting Permit,2016,7,16,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Reality,11222,1006,96,9543
299467,Shooting Permit,2016,7,14,2016,7,14,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Reality,11222,1006,96,9543
299466,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Reality,11222,1006,96,9543
299456,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,WEB,Not Applicable,10014,228,25,2233
299439,Shooting Permit,2016,7,12,2016,7,12,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10034,15,2,131
299439,Shooting Permit,2016,7,12,2016,7,12,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10040,21,2,138
299433,Shooting Permit,2016,7,12,2016,7,12,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Reality,11222,1006,96,9543
299428,Shooting Permit,2016,7,11,2016,7,11,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Reality,11222,1006,96,9543
299421,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10001,218,28,2283
299419,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1006,96,9543
299415,Shooting Permit,2016,7,12,2016,7,12,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1006,96,9543
299414,Shooting Permit,2016,7,16,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10004,81,14,710
299414,Shooting Permit,2016,7,16,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10005,90,14,852
299414,Shooting Permit,2016,7,16,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10038,120,18,1086
299413,Shooting Permit,2016,7,10,2016,7,10,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10016,113,15,1155
299399,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10010,107,14,1336
299399,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10011,376,31,3256
299387,Shooting Permit,2016,7,9,2016,7,9,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10004,81,14,710
299387,Shooting Permit,2016,7,9,2016,7,9,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10005,90,14,852
299367,Shooting Permit,2016,7,11,2016,7,11,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11211,225,24,1811
299367,Shooting Permit,2016,7,11,2016,7,11,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,1006,96,9543
299353,Shooting Permit,2016,7,11,2016,7,11,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,News,10036,509,45,4309
299335,Shooting Permit,2016,7,10,2016,7,11,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,10001,218,28,2283
299335,Shooting Permit,2016,7,10,2016,7,11,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,10018,142,16,1314
299335,Shooting Permit,2016,7,10,2016,7,11,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11201,275,28,2701
299315,Shooting Permit,2016,7,12,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10019,321,29,2785
299315,Shooting Permit,2016,7,12,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10023,163,11,1593
299315,Shooting Permit,2016,7,12,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10024,102,4,880
299315,Shooting Permit,2016,7,12,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10025,67,4,742
299315,Shooting Permit,2016,7,12,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10036,509,45,4309
299315,Shooting Permit,2016,7,12,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10038,120,18,1086
299314,Shooting Permit,2016,7,12,2016,7,12,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10003,269,29,2429
299314,Shooting Permit,2016,7,12,2016,7,12,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10007,78,15,841
299314,Shooting Permit,2016,7,12,2016,7,12,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10012,285,30,2300
299312,Shooting Permit,2016,7,9,2016,7,10,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11201,275,28,2701
299311,Shooting Permit,2016,7,12,2016,7,12,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10001,218,28,2283
299311,Shooting Permit,2016,7,12,2016,7,12,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-episodic,10018,142,16,1314
299307,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10035,17,4,252
299307,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10038,120,18,1086
299294,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Still Photography,Not Applicable,11224,40,4,295
299288,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11226,100,9,829
299274,Shooting Permit,2016,7,11,2016,7,11,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10010,107,14,1336
299274,Shooting Permit,2016,7,11,2016,7,11,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10023,163,11,1593
299273,Shooting Permit,2016,7,15,2016,7,16,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11217,181,8,1450
299272,Shooting Permit,2016,7,14,2016,7,15,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11217,181,8,1450
299271,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Made for TV/mini-series,11215,125,7,917
299267,Shooting Permit,2016,7,13,2016,7,13,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10013,228,20,3065
