"EventID","EventType","StartDateTime","EndDateTime","EnteredOn","EventAgency","ParkingHeld","Borough","CommunityBoard(s)","PolicePrecinct(s)","Category","SubCategoryName","Country","ZipCode(s)"
"888350","Theater Load in and Load Outs","09/09/2025 12:01:00 PM","09/09/2025 11:59:00 PM","09/07/2025 03:10:47 PM","Mayor's Office of Media & Entertainment","FROST STREET between DEBEVOISE AVENUE and MORGAN AVENUE,  DEBEVOISE AVENUE between FROST STREET and RICHARDSON STREET","Brooklyn","1,","94,","Theater","Theater","United States of America","11222,"
"888048","Shooting Permit","09/08/2025 08:00:00 AM","09/08/2025 06:00:00 PM","09/05/2025 01:18:34 PM","Mayor's Office of Media & Entertainment","MAIN STREET between PLYMOUTH STREET and WATER STREET","Brooklyn","1, 2,","84, 90,","Film","Short","United States of America","11201, 11211,"
"887891","Shooting Permit","09/07/2025 07:00:00 AM","09/07/2025 09:00:00 PM","09/04/2025 05:50:29 PM","Mayor's Office of Media & Entertainment","EAST   32 STREET between 3 AVENUE and LEXINGTON AVENUE","Manhattan","6,","17,","Television","Cable-other","United States of America","10016,"
"887889","Shooting Permit","09/08/2025 09:00:00 AM","09/09/2025 02:00:00 AM","09/04/2025 05:39:12 PM","Mayor's Office of Media & Entertainment","GARDNER AVENUE between JOHNSON AVENUE and INGRAHAM STREET,  INGRAHAM STREET between GARDNER AVENUE and STEWART AVENUE","Brooklyn","1,","90,","Film","Feature","United States of America","11237,"
"887816","Shooting Permit","09/07/2025 07:00:00 AM","09/08/2025 11:00:00 PM","09/04/2025 03:11:27 PM","Mayor's Office of Media & Entertainment","WEST   45 STREET between 7 AVENUE and 8 AVENUE","Manhattan","5,","14, 18,","Commercial","Commercial","United States of America","10036,"
"887763","Shooting Permit","09/05/2025 07:00:00 AM","09/05/2025 07:00:00 PM","09/04/2025 01:46:03 PM","Mayor's Office of Media & Entertainment","NORTH HENRY STREET between MESEROLE AVENUE and NORMAN AVENUE","Brooklyn","1,","94,","Television","Episodic series","United States of America","11222,"
"887755","Shooting Permit","09/08/2025 07:00:00 AM","09/08/2025 09:00:00 PM","09/04/2025 01:30:57 PM","Mayor's Office of Media & Entertainment","WEST   44 STREET between 5 AVENUE and 6 AVENUE,  WEST   45 STREET between 5 AVENUE and 6 AVENUE,  WEST   43 STREET between 5 AVENUE and 6 AVENUE,  EAST   44 STREET between 5 AVENUE and MADISON AVENUE,  EAST   45 STREET between MADISON AVENUE and 5 AVENUE,  WEST   45 STREET between 5 AVENUE and 6 AVENUE","Manhattan","5,","14, 18,","Television","Episodic series","United States of America","10017, 10036,"
"887734","Shooting Permit","09/08/2025 06:00:00 AM","09/08/2025 08:00:00 PM","09/04/2025 01:02:06 PM","Mayor's Office of Media & Entertainment","BROADWAY between EAST   18 STREET and EAST   19 STREET,  EAST   21 STREET between BROADWAY and PARK AVENUE SOUTH,  EAST   21 STREET between BROADWAY and PARK AVENUE SOUTH,  EAST   20 STREET between BROADWAY and 5 AVENUE,  EAST   18 STREET between BROADWAY and 5 AVENUE,  EAST   18 STREET between BROADWAY and PARK AVENUE SOUTH,  EAST   19 STREET between 5 AVENUE and BROADWAY,  EAST   20 STREET between BROADWAY and PARK AVENUE SOUTH,  EAST   19 STREET between BROADWAY and PARK AVENUE SOUTH,  PARK AVENUE SOUTH between EAST   20 STREET and EAST   17 STREET","Manhattan","5,","13,","Television","Episodic series","United States of America","10003, 10010,"
"887677","Shooting Permit","09/06/2025 09:00:00 AM","09/06/2025 06:00:00 PM","09/04/2025 11:06:54 AM","Mayor's Office of Media & Entertainment","WEST HOUSTON STREET between MACDOUGAL STREET and THOMPSON STREET,  THOMPSON STREET between SPRING STREET and PRINCE STREET","Manhattan","2,","1, 6,","Commercial","Promo","United States of America","10012, 10014,"
"887675","Shooting Permit","09/07/2025 08:00:00 AM","09/08/2025 12:00:00 PM","09/04/2025 11:04:39 AM","Mayor's Office of Media & Entertainment","37 STREET between 5 AVENUE and 4 AVENUE","Brooklyn","7,","72,","Commercial","Commercial","United States of America","11232,"
"887639","Theater Load in and Load Outs","09/08/2025 06:00:00 AM","09/09/2025 11:59:00 PM","09/04/2025 09:24:24 AM","Mayor's Office of Media & Entertainment","WEST   45 STREET between 5 AVENUE and 6 AVENUE","Manhattan","5,","18,","Theater","Theater","United States of America","10036,"
"887619","Shooting Permit","09/08/2025 11:00:00 AM","09/08/2025 11:59:00 PM","09/04/2025 04:14:29 AM","Mayor's Office of Media & Entertainment","NAGLE AVENUE between WEST  204 STREET and ACADEMY STREET","Manhattan","12,","34,","Commercial","Commercial","United States of America","10034,"
"887583","Shooting Permit","09/08/2025 07:00:00 AM","09/08/2025 07:00:00 PM","09/03/2025 08:00:30 PM","Mayor's Office of Media & Entertainment","WEST   21 STREET between 10 AVENUE and 9 AVENUE,  5 AVENUE between WEST   22 STREET and WEST   21 STREET","Manhattan","4, 5,","10, 13,","Still Photography","Not Applicable","United States of America","10010, 10011,"
"887554","Shooting Permit","09/08/2025 06:00:00 AM","09/08/2025 10:00:00 PM","09/03/2025 05:00:58 PM","Mayor's Office of Media & Entertainment","JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between HUMBOLDT STREET and DIAMOND STREET,  CALYER STREET between JEWEL STREET and MOULTRIE STREET","Brooklyn","1,","94,","Television","Cable-episodic","United States of America","11222,"
"887551","Theater Load in and Load Outs","09/07/2025 12:01:00 PM","09/09/2025 06:00:00 AM","09/03/2025 04:47:34 PM","Mayor's Office of Media & Entertainment","WEST   51 STREET between 5 AVENUE and 6 AVENUE,  WEST   50 STREET between 5 AVENUE and 6 AVENUE","Manhattan","5,","18,","Theater","Theater","United States of America","10019, 10020, 10112,"
"887525","Shooting Permit","09/07/2025 09:00:00 AM","09/07/2025 07:00:00 PM","09/03/2025 03:52:15 PM","Mayor's Office of Media & Entertainment","EAST   23 STREET between 2 AVENUE and 1 AVENUE","Manhattan","6,","13,","Commercial","Commercial","United States of America","10010,"
"887502","Shooting Permit","09/08/2025 06:00:00 AM","09/09/2025 12:00:00 PM","09/03/2025 03:05:47 PM","Mayor's Office of Media & Entertainment","5 STREET between NORTH BASIN ROAD and 46 AVENUE,  46 AVENUE between 5 STREET and CENTER BOULEVARD,  NORTH BASIN ROAD between 5 STREET and CENTER BOULEVARD,  NORTH BASIN ROAD between 5 STREET and CENTER BOULEVARD,  48 AVENUE between VERNON BOULEVARD and 5 STREET,  30 STREET between 47 AVENUE and HUNTERS POINT AVENUE","Queens","2,","108,","Television","Episodic series","United States of America","11101,"
"887494","Shooting Permit","09/08/2025 07:00:00 AM","09/08/2025 07:00:00 PM","09/03/2025 02:57:09 PM","Mayor's Office of Media & Entertainment","WEST   15 STREET between 10 AVENUE and 9 AVENUE","Manhattan","4,","10,","Still Photography","Not Applicable","United States of America","10011,"
"887485","Shooting Permit","09/08/2025 07:00:00 AM","09/08/2025 10:00:00 PM","09/03/2025 02:26:38 PM","Mayor's Office of Media & Entertainment","48 STREET between 48 AVENUE and 50 AVENUE","Queens","2,","108,","Commercial","Promo","United States of America","11377,"
"887364","Shooting Permit","09/04/2025 07:00:00 AM","09/04/2025 08:00:00 PM","09/03/2025 10:42:36 AM","Mayor's Office of Media & Entertainment","WEST   29 STREET between 6 AVENUE and 7 AVENUE","Manhattan","4, 5,","10, 13, 14,","Commercial","Commercial","United States of America","10001,"
"887344","Shooting Permit","09/05/2025 06:00:00 AM","09/05/2025 10:00:00 PM","09/03/2025 10:06:19 AM","Mayor's Office of Media & Entertainment","JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between HUMBOLDT STREET and DIAMOND STREET,  CALYER STREET between JEWEL STREET and MOULTRIE STREET","Brooklyn","1,","94,","Television","Cable-episodic","United States of America","11222,"
"887261","Shooting Permit","09/05/2025 06:00:00 AM","09/05/2025 09:00:00 PM","09/02/2025 09:12:17 PM","Mayor's Office of Media & Entertainment","WEST   39 STREET between 8 AVENUE and 9 AVENUE","Manhattan","4,","14,","WEB","Not Applicable","United States of America","10018,"
"887253","Shooting Permit","09/06/2025 06:00:00 AM","09/06/2025 10:00:00 PM","09/02/2025 08:44:23 PM","Mayor's Office of Media & Entertainment","CARROLL STREET between HICKS STREET and COLUMBIA STREET,  CARROLL STREET between HICKS STREET and COLUMBIA STREET","Brooklyn","6,","76,","Commercial","Commercial","United States of America","11231,"
"887251","Shooting Permit","09/05/2025 06:00:00 AM","09/05/2025 10:00:00 PM","09/02/2025 08:40:36 PM","Mayor's Office of Media & Entertainment","CARROLL STREET between HICKS STREET and COLUMBIA STREET,  CARROLL STREET between HICKS STREET and COLUMBIA STREET","Brooklyn","6,","76,","Commercial","Commercial","United States of America","11231,"
"887233","Shooting Permit","09/05/2025 09:00:00 AM","09/05/2025 06:00:00 PM","09/02/2025 07:24:06 PM","Mayor's Office of Media & Entertainment","MYRTLE AVENUE between WASHINGTON AVENUE and HALL STREET,  HALL STREET between MYRTLE AVENUE and WILLOUGHBY AVENUE,  CARLTON AVENUE between WILLOUGHBY AVENUE and MYRTLE AVENUE,  WASHINGTON PARK between MYRTLE AVENUE and WILLOUGHBY AVENUE","Brooklyn","2,","88,","Commercial","Promo","United States of America","11205,"
"887190","Shooting Permit","09/05/2025 06:00:00 AM","09/05/2025 10:00:00 PM","09/02/2025 04:51:28 PM","Mayor's Office of Media & Entertainment","BUCKINGHAM ROAD between CHURCH AVENUE and CATON AVENUE,  WEST   29 STREET between 6 AVENUE and 7 AVENUE","Brooklyn","14, 5,","13, 14, 70,","Commercial","Commercial","United States of America","10001, 11226,"
"887177","Shooting Permit","09/05/2025 05:00:00 PM","09/05/2025 09:00:00 PM","09/02/2025 04:21:39 PM","Mayor's Office of Media & Entertainment","GANSEVOORT STREET between HUDSON STREET and WEST   13 STREET,  HORATIO STREET between HUDSON STREET and WEST    4 STREET","Manhattan","2,","6,","WEB","Not Applicable","United States of America","10014,"
"887156","Shooting Permit","09/05/2025 08:30:00 AM","09/05/2025 11:59:00 PM","09/02/2025 03:52:22 PM","Mayor's Office of Media & Entertainment","AUDUBON AVENUE between WEST  175 STREET and WEST  177 STREET","Manhattan","12,","33, 34,","Commercial","Commercial","United States of America","10032, 10033, 10040,"
"887137","Shooting Permit","09/05/2025 08:00:00 AM","09/05/2025 03:00:00 PM","09/02/2025 03:29:47 PM","Mayor's Office of Media & Entertainment","WILLIAM STREET between BEAVER STREET and PEARL STREET,  BEAVER STREET between HANOVER STREET and WILLIAM STREET,  PEARL ST between WALL STREET and HANOVER SQUARE,  WALL STREET between PEARL STREET and WATER STREET,  PEARL STREET between WALL STREET and PINE STREET,  MAIDEN LANE between WATER STREET and FRONT STREET,  SOUTH STREET between MAIDEN LANE and PINE STREET","Manhattan","1,","1,","Television","Episodic series","United States of America","10004, 10005, 10038,"
"887136","Shooting Permit","09/05/2025 07:00:00 AM","09/05/2025 07:00:00 PM","09/02/2025 03:29:19 PM","Mayor's Office of Media & Entertainment","WEST   91 STREET between AMSTERDAM AVENUE and COLUMBUS AVENUE,  AMSTERDAM AVENUE between WEST   91 STREET and WEST   90 STREET","Manhattan","7,","24,","Still Photography","Not Applicable","United States of America","10024,"
"887135","Shooting Permit","09/04/2025 07:00:00 AM","09/04/2025 07:00:00 PM","09/02/2025 03:28:52 PM","Mayor's Office of Media & Entertainment","WEST   91 STREET between AMSTERDAM AVENUE and COLUMBUS AVENUE,  AMSTERDAM AVENUE between WEST   91 STREET and WEST   90 STREET","Manhattan","7,","24,","Still Photography","Not Applicable","United States of America","10024,"
"887132","DCAS Prep/Shoot/Wrap Permit","09/05/2025 01:00:00 PM","09/05/2025 08:00:00 PM","09/02/2025 03:27:50 PM","Mayor's Office of Media & Entertainment","READE STREET between CHURCH STREET and BROADWAY,  BROADWAY between READE STREET and CHAMBERS STREET,  BROADWAY between WARREN STREET and MURRAY STREET,  CHAMBERS STREET between BROADWAY and ELK STREET,  READE STREET between BROADWAY and ELK STREET,  READE STREET between ELK STREET and LAFAYETTE STREET,  LAFAYETTE STREET between DUANE STREET and READE STREET,  LAFAYETTE STREET between WORTH STREET and DUANE STREET","Manhattan","1,","1, 5,","Television","Episodic series","United States of America","10007,"
"887129","Shooting Permit","09/07/2025 06:00:00 AM","09/07/2025 07:00:00 PM","09/02/2025 03:20:09 PM","Mayor's Office of Media & Entertainment","BROADWAY between CHAMBERS STREET and BEAVER STREET","Manhattan","1,","1,","Still Photography","Not Applicable","United States of America","10004, 10005, 10006, 10007, 10038, 10271, 10279,"
"887128","Shooting Permit","09/06/2025 06:00:00 AM","09/06/2025 07:00:00 PM","09/02/2025 03:20:05 PM","Mayor's Office of Media & Entertainment","BROADWAY between CHAMBERS STREET and BEAVER STREET","Manhattan","1,","1,","Still Photography","Not Applicable","United States of America","10004, 10005, 10006, 10007, 10038, 10271, 10279,"
"887095","Shooting Permit","09/05/2025 06:00:00 AM","09/05/2025 08:00:00 PM","09/02/2025 02:35:36 PM","Mayor's Office of Media & Entertainment","LAFAYETTE STREET between JERSEY STREET and PRINCE STREET,  LAFAYETTE STREET between JERSEY STREET and EAST HOUSTON STREET,  LAFAYETTE STREET between JERSEY STREET and PRINCE STREET,  EAST HOUSTON STREET between CROSBY STREET and LAFAYETTE STREET,  CROSBY STREET between PRINCE STREET and EAST HOUSTON STREET","Manhattan","2,","5, 9,","Commercial","Commercial","United States of America","10012,"
"887051","Shooting Permit","09/05/2025 06:00:00 AM","09/05/2025 10:00:00 PM","09/02/2025 01:29:03 PM","Mayor's Office of Media & Entertainment","30 STREET between HUNTERS POINT AVENUE and 47 AVENUE","Queens","2,","108,","Television","Episodic series","United States of America","11101,"
"887050","Shooting Permit","09/04/2025 06:00:00 AM","09/04/2025 10:00:00 PM","09/02/2025 01:28:38 PM","Mayor's Office of Media & Entertainment","30 STREET between 47 AVENUE and HUNTERS POINT AVENUE","Queens","2,","108,","Television","Episodic series","United States of America","11101,"
"886914","Shooting Permit","09/04/2025 06:00:00 AM","09/04/2025 08:00:00 PM","09/02/2025 11:09:33 AM","Mayor's Office of Media & Entertainment","MORGAN AVENUE between SHARON STREET and MASPETH AVENUE","Brooklyn","1,","94,","Film","Short","United States of America","11211,"
"886870","Theater Load in and Load Outs","09/07/2025 12:01:00 PM","09/08/2025 06:00:00 AM","09/02/2025 10:34:52 AM","Mayor's Office of Media & Entertainment","WEST   55 STREET between 11 AVENUE and 12 AVENUE,  WEST   56 STREET between 11 AVENUE and 12 AVENUE,  11 AVENUE between WEST   55 STREET and WEST   56 STREET","Manhattan","4,","18,","Theater","Theater","United States of America","10019,"
"886783","Rigging Permit","09/03/2025 06:00:00 AM","09/03/2025 06:00:00 PM","09/02/2025 09:13:17 AM","Mayor's Office of Media & Entertainment","WYTHE AVENUE between SOUTH    1 STREET and SOUTH    2 STREET","Brooklyn","1,","90,","Television","Episodic series","United States of America","11249,"
"886573","Shooting Permit","09/04/2025 07:00:00 AM","09/04/2025 09:00:00 PM","09/01/2025 09:52:51 PM","Mayor's Office of Media & Entertainment","EAST   19 STREET between DORCHESTER ROAD and DITMAS AVENUE","Brooklyn","14,","70,","WEB","Not Applicable","United States of America","11226,"
"886570","Shooting Permit","09/04/2025 07:00:00 AM","09/04/2025 08:00:00 PM","09/01/2025 09:32:56 PM","Mayor's Office of Media & Entertainment","NOBLE STREET between MANHATTAN AVENUE and LORIMER STREET","Brooklyn","1, 2,","1, 94,","Commercial","Industrial/Corporate","United States of America","10012, 11222,"
"886556","Shooting Permit","09/05/2025 11:00:00 AM","09/05/2025 11:59:00 PM","09/01/2025 06:20:10 PM","Mayor's Office of Media & Entertainment","PLYMOUTH STREET between HUDSON AVENUE and LITTLE STREET,  LITTLE STREET between PLYMOUTH STREET and EVANS STREET,  EVANS STREET between HUDSON AVENUE and LITTLE STREET","Brooklyn","2,","84, 88,","Film","Feature","United States of America","11201,"
"886551","Shooting Permit","09/04/2025 06:30:00 AM","09/04/2025 10:00:00 PM","09/01/2025 05:30:18 PM","Mayor's Office of Media & Entertainment","ELDRIDGE STREET between GRAND STREET and BROOME STREET","Manhattan","3,","5, 7,","Film","Feature","United States of America","10002,"
"886531","Shooting Permit","09/05/2025 06:00:00 AM","09/05/2025 10:00:00 PM","09/01/2025 01:44:37 PM","Mayor's Office of Media & Entertainment","DITMARS STREET between MYRTLE AVENUE and BROADWAY,  MYRTLE AVENUE between DITMARS STREET and BUSHWICK AVENUE,  MYRTLE AVENUE between DITMARS STREET and BROADWAY","Brooklyn","4,","83,","Commercial","Commercial","United States of America","11221,"
"886530","Shooting Permit","09/04/2025 06:00:00 AM","09/04/2025 10:00:00 PM","09/01/2025 01:40:51 PM","Mayor's Office of Media & Entertainment","CARROLL STREET between HICKS STREET and COLUMBIA STREET","Brooklyn","6,","76,","Commercial","Commercial","United States of America","11231,"
"886520","Shooting Permit","09/05/2025 06:00:00 AM","09/05/2025 10:00:00 PM","09/01/2025 11:58:08 AM","Mayor's Office of Media & Entertainment","CUMBERLAND STREET between FLUSHING AVENUE and PARK AVENUE","Brooklyn","2,","88,","Film","Short","United States of America","11205,"
"886510","Shooting Permit","09/03/2025 06:00:00 AM","09/03/2025 11:00:00 PM","09/01/2025 10:25:23 AM","Mayor's Office of Media & Entertainment","CUMBERLAND STREET between FLUSHING AVENUE and PARK AVENUE","Brooklyn","2,","88,","Film","Short","United States of America","11205,"
"886441","Shooting Permit","09/03/2025 05:00:00 AM","09/03/2025 07:00:00 PM","08/31/2025 10:54:14 AM","Mayor's Office of Media & Entertainment","MADISON AVENUE between EAST   73 STREET and EAST   74 STREET,  LEXINGTON AVENUE between EAST   48 STREET and EAST   49 STREET,  EAST   48 STREET between LEXINGTON AVENUE and 3 AVENUE,  EAST   49 STREET between LEXINGTON AVENUE and 3 AVENUE","Manhattan","5, 6, 64, 8,","17, 18, 19, 22,","Commercial","Commercial","United States of America","10017, 10021, 10022, 10075, 10152, 10154, 10171, 10172,"
"886320","Theater Load in and Load Outs","09/05/2025 12:01:00 PM","09/06/2025 06:00:00 AM","08/29/2025 04:56:10 PM","Mayor's Office of Media & Entertainment","WEST   33 STREET between 7 AVENUE and 8 AVENUE,  WEST   33 STREET between 8 AVENUE and 9 AVENUE,  WEST   31 STREET between 5 AVENUE and 6 AVENUE","Manhattan","4, 5,","14,","Theater","Theater","United States of America","10001, 10121,"
"886306","Shooting Permit","09/06/2025 04:00:00 PM","09/07/2025 04:00:00 AM","08/29/2025 04:09:55 PM","Mayor's Office of Media & Entertainment","BROOME STREET between CLEVELAND PLACE and MULBERRY STREET,  CENTRE MARKET PLACE between BROOME STREET and GRAND STREET","Manhattan","2,","5,","Film","Feature","United States of America","10013,"
"886301","Shooting Permit","09/04/2025 06:00:00 AM","09/04/2025 11:00:00 PM","08/29/2025 03:59:21 PM","Mayor's Office of Media & Entertainment","DITMARS STREET between MYRTLE AVENUE and BROADWAY,  MYRTLE AVENUE between DITMARS STREET and BUSHWICK AVENUE,  MYRTLE AVENUE between DITMARS STREET and BROADWAY","Brooklyn","3, 4,","79, 81, 83,","Commercial","Commercial","United States of America","11206, 11221,"
"886298","Shooting Permit","09/03/2025 07:00:00 AM","09/03/2025 10:00:00 PM","08/29/2025 03:51:15 PM","Mayor's Office of Media & Entertainment","ELDRIDGE STREET between BROOME STREET and GRAND STREET","Manhattan","3,","5,","Film","Feature","United States of America","10002,"
"886277","Shooting Permit",,"09/02/2025 03:00:00 AM","08/29/2025 02:06:27 PM","Mayor's Office of Media & Entertainment","34 AVENUE between 32 STREET and 33 STREET,  33 STREET between 34 AVENUE and 35 AVENUE,  34 STREET between 34 AVENUE and 35 AVENUE,  34 AVENUE between 33 STREET and 34 STREET,  PAIDGE AVENUE between PROVOST STREET and CLAY STREET","Queens","1,","114, 94,","Film","Feature","United States of America","11106, 11222,"
"886271","Shooting Permit","09/02/2025 06:00:00 AM","09/02/2025 09:00:00 PM","08/29/2025 01:54:18 PM","Mayor's Office of Media & Entertainment","ELDRIDGE STREET between BROOME STREET and GRAND STREET","Manhattan","3,","5,","Film","Feature","United States of America","10002,"
"886217","Shooting Permit","08/31/2025 01:00:00 AM","08/31/2025 01:00:00 PM","08/29/2025 11:28:52 AM","Mayor's Office of Media & Entertainment","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5,","18,","Television","News","United States of America","10020, 10036, 10105,"
"886204","Shooting Permit","09/05/2025 01:00:00 PM","09/06/2025 02:00:00 AM","08/29/2025 10:51:06 AM","Mayor's Office of Media & Entertainment","51 AVENUE between 21 STREET and 23 STREET,  41 STREET between DITMARS BOULEVARD and 21 AVENUE,  DITMARS BOULEVARD between 41 STREET and 42 STREET","Queens","1, 2,","108, 114,","Film","Feature","United States of America","11101, 11105,"
"886199","Shooting Permit","09/04/2025 11:00:00 AM","09/05/2025 02:00:00 AM","08/29/2025 10:31:52 AM","Mayor's Office of Media & Entertainment","NASSAU STREET between BEEKMAN STREET and ANN STREET,  SPRUCE STREET between NASSAU STREET and GOLD STREET,  BEEKMAN STREET between NASSAU STREET and GOLD STREET,  PARK ROW between BEEKMAN STREET and ANN STREET,  WEST STREET between WARREN STREET and VESEY STREET,  BARCLAY STREET between WEST STREET and WASHINGTON STREET,  WARREN STREET between WEST STREET and WEST BROADWAY,  WEST BROADWAY between CHAMBERS STREET and PARK PLACE","Manhattan","1,","1,","Television","Cable-episodic","United States of America","10007, 10038, 10282,"
"886191","Shooting Permit","09/08/2025 07:00:00 AM","09/08/2025 09:00:00 PM","08/29/2025 10:13:01 AM","Mayor's Office of Media & Entertainment","BEACH STREET between GREENWICH STREET and HUDSON STREET,  NORTH MOORE STREET between GREENWICH STREET and HUDSON STREET,  HUDSON STREET between BEACH STREET and NORTH MOORE STREET,  HUBERT STREET between HUDSON STREET and GREENWICH STREET,  GREENWICH STREET between HUBERT STREET and LAIGHT STREET,  LAIGHT STREET between GREENWICH STREET and HUDSON STREET,  GREENWICH STREET between NORTH MOORE STREET and HUBERT STREET,  HUBERT STREET between GREENWICH STREET and WEST STREET,  WEST STREET between HUBERT STREET and NORTH MOORE STREET,  NORTH MOORE STREET between GREENWICH STREET and WEST STREET","Manhattan","1,","1,","Television","Cable-episodic","United States of America","10013,"
"886182","Shooting Permit","09/03/2025 08:00:00 AM","09/03/2025 07:00:00 PM","08/29/2025 09:36:24 AM","Mayor's Office of Media & Entertainment","35TH STREET between BRADLEY AVENUE and VAN DAM STREET,  BRADLEY AVENUE between VAN DAM STREET and GREENPOINT AVENUE,  GREENPOINT AVENUE between STARR AVENUE and BRADLEY AVENUE,  GREENPOINT AVENUE between BRADLEY AVENUE and BORDEN AVENUE","Queens","2,","108,","Television","Cable-episodic","United States of America","11101,"
"886172","Shooting Permit","09/08/2025 07:00:00 AM","09/08/2025 09:00:00 PM","08/29/2025 08:54:48 AM","Mayor's Office of Media & Entertainment","WEST   55 STREET between 6 AVENUE and 5 AVENUE,  EAST   55 STREET between 5 AVENUE and MADISON AVENUE,  WEST   55 STREET between 6 AVENUE and 5 AVENUE,  WEST   51 STREET between 5 AVENUE and 7 AVENUE","Manhattan","5,","18,","Television","Cable-episodic","United States of America","10019, 10022,"
"886123","Shooting Permit","09/03/2025 07:00:00 AM","09/03/2025 07:00:00 PM","08/28/2025 07:08:01 PM","Mayor's Office of Media & Entertainment","DORAN AVENUE between 83 STREET and 84 STREET,  83 STREET between DORAN AVENUE and COOPER AVENUE","Queens","5,","104,","Film","Feature","United States of America","11385,"
"886055","Shooting Permit","09/02/2025 07:00:00 AM","09/02/2025 08:00:00 PM","08/28/2025 02:41:20 PM","Mayor's Office of Media & Entertainment","35 STREET between 34 AVENUE and 35 AVENUE,  34 AVENUE between 35 STREET and 37 STREET,  37 STREET between 34 AVENUE and 35 AVENUE","Queens","1,","114,","Film","Feature","United States of America","11101, 11106,"
"886052","Shooting Permit","09/04/2025 06:00:00 AM","09/04/2025 10:00:00 PM","08/28/2025 02:38:43 PM","Mayor's Office of Media & Entertainment","JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between HUMBOLDT STREET and DIAMOND STREET,  CALYER STREET between JEWEL STREET and MOULTRIE STREET","Brooklyn","1,","94,","Television","Cable-episodic","United States of America","11222,"
"886050","Shooting Permit","09/03/2025 06:00:00 AM","09/03/2025 10:00:00 PM","08/28/2025 02:37:46 PM","Mayor's Office of Media & Entertainment","JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between HUMBOLDT STREET and DIAMOND STREET,  CALYER STREET between JEWEL STREET and MOULTRIE STREET","Brooklyn","1,","94,","Television","Cable-episodic","United States of America","11222,"
"886030","Shooting Permit","09/02/2025 06:00:00 AM","09/02/2025 10:00:00 PM","08/28/2025 01:55:37 PM","Mayor's Office of Media & Entertainment","CUMBERLAND STREET between FLUSHING AVENUE and PARK AVENUE","Brooklyn","2,","88,","Film","Short","United States of America","11205,"
"885983","Shooting Permit","09/03/2025 06:00:00 AM","09/03/2025 10:00:00 PM","08/28/2025 11:47:47 AM","Mayor's Office of Media & Entertainment","DITMARS STREET between MYRTLE AVENUE and BROADWAY,  MYRTLE AVENUE between DITMARS STREET and BUSHWICK AVENUE,  MYRTLE AVENUE between DITMARS STREET and BROADWAY","Brooklyn","4,","83,","Commercial","Commercial","United States of America","11206, 11221,"
"885981","Shooting Permit","09/04/2025 06:00:00 AM","09/04/2025 06:00:00 PM","08/28/2025 11:44:20 AM","Mayor's Office of Media & Entertainment","Broadway between WEST 161st and west 159th","Manhattan","12, 9,","26, 30, 33,","Commercial","Commercial","United States of America","10027, 10031, 10032,"
"885960","Shooting Permit","09/02/2025 06:00:00 AM","09/02/2025 10:00:00 PM","08/28/2025 10:58:09 AM","Mayor's Office of Media & Entertainment","CALYER STREET between NEWEL STREET and DIAMOND STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between HUMBOLDT STREET and DIAMOND STREET,  CALYER STREET between JEWEL STREET and MOULTRIE STREET","Brooklyn","1,","94,","Television","Cable-episodic","United States of America","11222,"
"885954","Shooting Permit","09/05/2025 06:30:00 AM","09/05/2025 09:00:00 PM","08/28/2025 10:35:09 AM","Mayor's Office of Media & Entertainment","BROADWAY between WEST  175 STREET and WEST  176 STREET,  WEST  176 STREET between WADSWORTH AVENUE and ST NICHOLAS AVENUE,  WADSWORTH AVENUE between WEST  177 STREET and WEST  174 STREET,  ST NICHOLAS AVENUE between WEST  177 STREET and WEST  175 STREET,  WEST  176 STREET between BROADWAY and WADSWORTH AVENUE,  BENNETT AVENUE between WEST  189 STREET and WEST  190 STREET","Manhattan","12,","33, 34,","Television","Episodic series","United States of America","10033, 10040,"
"885949","Shooting Permit","09/04/2025 08:00:00 AM","09/04/2025 08:00:00 PM","08/28/2025 10:30:31 AM","Mayor's Office of Media & Entertainment","CHEEVER PLACE between KANE STREET and DEGRAW STREET","Brooklyn","6,","76,","Still Photography","Not Applicable","United States of America","11231,"
"885946","Shooting Permit","09/03/2025 08:00:00 AM","09/03/2025 08:00:00 PM","08/28/2025 10:23:20 AM","Mayor's Office of Media & Entertainment","CHEEVER PLACE between KANE STREET and DEGRAW STREET,  KANE STREET between HICKS STREET and HENRY STREET","Brooklyn","6,","76,","Still Photography","Not Applicable","United States of America","11201, 11231,"
