"EventID","EventType","StartDateTime","EndDateTime","EnteredOn","EventAgency","ParkingHeld","Borough","CommunityBoard(s)","PolicePrecinct(s)","Category","SubCategoryName","Country","ZipCode(s)"
"802311","Shooting Permit","07/30/2024 07:00:00 AM","07/30/2024 09:00:00 PM","07/26/2024 02:23:42 PM","Mayor's Office of Media & Entertainment","KINGLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  NORTH HENRY STREET between GREENPOINT AVENUE and NORMAN AVENUE","Brooklyn","1,","94,","Television","Episodic series","United States of America","11222,"
"802308","Shooting Permit","08/06/2024 06:00:00 AM","08/06/2024 09:00:00 PM","07/26/2024 02:14:54 PM","Mayor's Office of Media & Entertainment","CROSS BAY BOULEVARD between EAST   16 ROAD and EAST   18 ROAD,  CROSS BAY BOULEVARD between EAST   18 ROAD and EAST   20 ROAD","Queens","14, 5,","100, 104,","Television","Episodic series","United States of America","11385, 11693,"
"802296","Shooting Permit","08/01/2024 06:00:00 AM","08/01/2024 11:45:00 PM","07/26/2024 01:31:03 PM","Mayor's Office of Media & Entertainment","WALKER STREET between CHURCH STREET and BROADWAY","Manhattan","1,","1,","Commercial","Commercial","United States of America","10013,"
"802254","Shooting Permit","08/06/2024 07:00:00 AM","08/06/2024 10:00:00 PM","07/26/2024 11:20:58 AM","Mayor's Office of Media & Entertainment","WEST   28 STREET between 11 AVENUE and 10 AVENUE,  WEST   27 STREET between 11 AVENUE and 10 AVENUE,  10 AVENUE between WEST   27 STREET and WEST   26 STREET,  10 AVENUE between WEST   29 STREET and WEST   27 STREET,  10 AVENUE between WEST   26 STREET and WEST   25 STREET","Manhattan","4,","10,","Television","Episodic series","United States of America","10001,"
"802232","Shooting Permit","07/31/2024 06:00:00 AM","07/31/2024 11:00:00 PM","07/26/2024 10:07:24 AM","Mayor's Office of Media & Entertainment","EAST   72 STREET between MADISON AVENUE and PARK AVENUE,  EAST   72 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST   73 STREET and EAST   72 STREET,  PARK AVENUE between EAST   72 STREET and EAST   71 STREET,  EAST   69 STREET between MADISON AVENUE and PARK AVENUE,  PARK AVENUE between EAST   69 STREET and EAST   68 STREET,  EAST   68 STREET between MADISON AVENUE and PARK AVENUE,  PARK AVENUE between EAST   68 STREET and EAST   67 STREET,  PARK AVENUE between EAST   67 STREET and EAST   66 STREET","Manhattan","8,","19,","Television","Cable-episodic","United States of America","10021, 10065,"
"802222","Shooting Permit","07/31/2024 07:00:00 AM","07/31/2024 11:59:00 PM","07/26/2024 09:36:07 AM","Mayor's Office of Media & Entertainment","REED PLACE between SPENCER DRIVE and COUNTRY CLUB ROAD,  COUNTRY CLUB ROAD between REED PLACE and POLO PLACE,  MIDDLETOWN ROAD between MAC DONOUGH PLACE and STADIUM AVENUE","Bronx","10, 28,","45,","Television","Episodic series","United States of America","10465,"
"802212","Shooting Permit","08/02/2024 09:00:00 AM","08/03/2024 01:00:00 AM","07/26/2024 08:49:25 AM","Mayor's Office of Media & Entertainment","ST MARKS PLACE between 1 AVENUE and AVENUE A,  1 AVENUE between EAST    6 STREET and EAST   10 STREET,  EAST    7 STREET between 1 AVENUE and AVENUE A,  AVENUE A between EAST    7 STREET and EAST   10 STREET,  EAST    7 STREET between AVENUE A and AVENUE B,  AVENUE B between EAST    6 STREET and EAST    7 STREET,  EAST    7 STREET between AVENUE B and AVENUE C","Manhattan","3,","9,","Television","Episodic series","United States of America","10003, 10009,"
"802210","Shooting Permit","07/31/2024 07:00:00 PM","08/01/2024 01:00:00 AM","07/26/2024 08:47:43 AM","Mayor's Office of Media & Entertainment","WEST   27 STREET between 10 AVENUE and 11 AVENUE,  WEST   28 STREET between 10 AVENUE and 11 AVENUE,  10 AVENUE between WEST   28 STREET and WEST   27 STREET","Manhattan","4,","10,","Television","Cable-episodic","United States of America","10001,"
"802209","Shooting Permit","07/30/2024 08:00:00 AM","07/30/2024 08:30:00 PM","07/26/2024 08:46:18 AM","Mayor's Office of Media & Entertainment","CENTRE STREET between WORTH STREET and PEARL STREET,  WORTH STREET between LAFAYETTE STREET and BROADWAY,  LAFAYETTE STREET between WORTH STREET and DUANE STREET,  LAFAYETTE STREET between DUANE STREET and READE STREET,  PEARL ST between WALL STREET and BROAD STREET,  BEAVER STREET between PEARL STREET and HANOVER STREET,  GREENWICH STREET between CARLISLE STREET and EDGAR STREET,  RECTOR STREET between TRINITY PLACE and BROADWAY,  JOHN STREET between SOUTH STREET and FRONT STREET,  SOUTH STREET between BEEKMAN STREET and JOHN STREET,  JOHN STREET between PEARL STREET and FRONT STREET,  MAIDEN LANE between PEARL STREET and FRONT STREET,  HANOVER SQUARE between BEAVER STREET and PEARL STREET,  OLD SLIP between WATER STREET and FRONT STREET","Manhattan","1,","1, 5,","Television","Cable-episodic","United States of America","10004, 10005, 10006, 10007, 10013, 10038,"
"802171","Shooting Permit","07/30/2024 06:00:00 AM","07/30/2024 10:00:00 PM","07/25/2024 08:14:53 PM","Mayor's Office of Media & Entertainment","PRESIDENT STREET between 7 AVENUE and PROSPECT PARK WEST,  8 AVENUE between PRESIDENT STREET and CARROLL STREET,  MONTGOMERY PLACE between 8 AVENUE and PROSPECT PARK WEST,  GARFIELD PLACE between 8 AVENUE and PROSPECT PARK WEST,  8 AVENUE between MONTGOMERY PLACE and GARFIELD PLACE,  LINCOLN PLACE between 8 AVENUE and PLAZA STREET WEST,  8 AVENUE between GARFIELD PLACE and 1 STREET","Brooklyn","6,","78,","Television","Cable-episodic","United States of America","11215, 11217,"
"802145","Shooting Permit","07/30/2024 09:00:00 AM","07/30/2024 09:00:00 PM","07/25/2024 04:50:55 PM","Mayor's Office of Media & Entertainment","LAFAYETTE STREET between HOWARD STREET and CANAL STREET,  LAFAYETTE STREET between HOWARD STREET and GRAND STREET,  CROSBY STREET between HOWARD STREET and GRAND STREET,  GRAND STREET between LAFAYETTE STREET and BROADWAY,  BROADWAY between GRAND STREET and HOWARD STREET,  HOWARD STREET between LAFAYETTE STREET and BROADWAY","Manhattan","2,","1, 5,","Commercial","Commercial","United States of America","10013,"
"802142","Shooting Permit","07/31/2024 07:00:00 AM","07/31/2024 09:00:00 PM","07/25/2024 04:37:25 PM","Mayor's Office of Media & Entertainment","BROOME STREET between CLEVELAND PLACE and MULBERRY STREET,  BROOME STREET between CLEVELAND PLACE and LAFAYETTE STREET,  BROOME STREET between LAFAYETTE STREET and CROSBY STREET","Manhattan","2,","5,","Commercial","Commercial","United States of America","10013,"
"802133","Shooting Permit","07/30/2024 07:00:00 AM","07/30/2024 11:59:00 PM","07/25/2024 04:17:49 PM","Mayor's Office of Media & Entertainment","REED PLACE between SPENCER DRIVE and COUNTRY CLUB ROAD,  COUNTRY CLUB ROAD between REED PLACE and POLO PLACE,  MIDDLETOWN ROAD between MAC DONOUGH PLACE and STADIUM AVENUE","Bronx","10, 28,","45,","Television","Episodic series","United States of America","10465,"
"802125","Shooting Permit","07/27/2024 12:00:00 PM","07/27/2024 11:59:00 PM","07/25/2024 03:44:03 PM","Mayor's Office of Media & Entertainment","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5,","18,","Television","News","United States of America","10036, 10105,"
"802121","Shooting Permit","07/26/2024 01:00:00 PM","07/26/2024 11:59:00 PM","07/25/2024 03:38:07 PM","Mayor's Office of Media & Entertainment","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5,","18,","Television","News","United States of America","10036, 10105,"
"802108","Shooting Permit","07/29/2024 07:00:00 AM","07/29/2024 08:00:00 PM","07/25/2024 03:05:12 PM","Mayor's Office of Media & Entertainment","STUYVESANT AVENUE between HALSEY STREET and MACON STREET","Brooklyn","3,","81,","Still Photography","Not Applicable","United States of America","11221, 11233,"
"802034","Shooting Permit","07/31/2024 06:00:00 AM","07/31/2024 10:00:00 PM","07/25/2024 11:21:24 AM","Mayor's Office of Media & Entertainment","COOPER AVENUE between 82 STREET and 84 STREET,  83 STREET between COOPER AVENUE and DORAN AVENUE,  DORAN AVENUE between 83 STREET and 84 STREET","Queens","5,","104,","Television","Episodic series","United States of America","11385,"
"802033","Shooting Permit","07/30/2024 06:00:00 AM","07/30/2024 10:00:00 PM","07/25/2024 11:21:06 AM","Mayor's Office of Media & Entertainment","COOPER AVENUE between 82 STREET and 84 STREET,  83 STREET between COOPER AVENUE and DORAN AVENUE,  DORAN AVENUE between 83 STREET and 84 STREET","Queens","5,","104,","Television","Episodic series","United States of America","11385,"
"802015","Shooting Permit","07/30/2024 11:00:00 AM","07/31/2024 01:00:00 AM","07/25/2024 10:46:41 AM","Mayor's Office of Media & Entertainment","34 AVENUE between 35 STREET and 36 STREET,  35 STREET between 34 AVENUE and 35 AVENUE","Queens","1,","114,","Television","Episodic series","United States of America","11105, 11106,"
"802006","Shooting Permit","07/28/2024 07:00:00 AM","07/28/2024 09:00:00 PM","07/25/2024 10:34:19 AM","Mayor's Office of Media & Entertainment","BROADWAY between BELVIDERE STREET and ARION PLACE","Brooklyn","3, 4,","81, 83,","Commercial","Commercial","United States of America","11206,"
"801989","Shooting Permit","07/29/2024 06:00:00 AM","07/29/2024 11:00:00 PM","07/25/2024 10:02:18 AM","Mayor's Office of Media & Entertainment","MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between HUMBOLDT STREET and DIAMOND STREET,  MESEROLE AVENUE between MOULTRIE STREET and JEWEL STREET,  NORTH    7 STREET between NORTH    6 PLACE and DEAD END,  KENT AVENUE between NORTH    4 STREET and NORTH    8 STREET,  NORTH    6 STREET between WYTHE AVENUE and KENT AVENUE,  KENT AVENUE between NORTH    3 STREET and NORTH    4 STREET,  NORTH    4 STREET between KENT AVENUE and BERRY STREET,  WYTHE AVENUE between NORTH THIRD STREET and NORTH    4 STREET","Brooklyn","1,","94,","Television","Cable-episodic","United States of America","11211, 11222, 11249,"
"801977","Shooting Permit","07/29/2024 08:00:00 AM","07/29/2024 06:00:00 PM","07/25/2024 09:40:51 AM","Mayor's Office of Media & Entertainment","SULLIVAN STREET between WEST HOUSTON STREET and PRINCE STREET,  SULLIVAN STREET between WEST HOUSTON STREET and PRINCE STREET,  PRINCE STREET between WEST BROADWAY and THOMPSON STREET,  WEST HOUSTON STREET between MACDOUGAL STREET and SULLIVAN STREET,  WEST HOUSTON STREET between SULLIVAN STREET and THOMPSON STREET","Manhattan","2,","1, 6,","Still Photography","Not Applicable","United States of America","10012,"
"801970","Shooting Permit","08/09/2024 12:00:00 PM","08/09/2024 01:00:00 PM","07/25/2024 09:08:14 AM","Mayor's Office of Media & Entertainment","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5,","18,","Television","News","United States of America","10036, 10105,"
"801967","Shooting Permit","08/08/2024 09:00:00 AM","08/08/2024 11:59:00 PM","07/25/2024 09:03:48 AM","Mayor's Office of Media & Entertainment","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5,","18,","Television","News","United States of America","10036, 10105,"
"801964","Shooting Permit","08/02/2024 12:00:00 PM","08/02/2024 01:00:00 PM","07/25/2024 08:49:50 AM","Mayor's Office of Media & Entertainment","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5,","18,","Television","News","United States of America","10036, 10105,"
"801963","Shooting Permit","08/01/2024 09:00:00 AM","08/01/2024 11:59:00 PM","07/25/2024 08:36:21 AM","Mayor's Office of Media & Entertainment","WEST   48 STREET between 6 AVENUE and 7 AVENUE","Manhattan","5,","18,","Television","News","United States of America","10036, 10105,"
"801959","Shooting Permit","08/01/2024 10:00:00 AM","08/02/2024 01:00:00 AM","07/25/2024 07:51:56 AM","Mayor's Office of Media & Entertainment","EAST    6 STREET between FDR DRIVE and AVENUE D,  AVENUE D between EAST    6 STREET and EAST    7 STREET,  EAST    6 STREET between AVENUE C and AVENUE D,  MARKET STREET between MADISON STREET and CHERRY STREET,  CHERRY STREET between PIKE STREET and MARKET SLIP,  MONROE STREET between PIKE STREET and MARKET STREET,  PIKE STREET between MADISON STREET and MONROE STREET,  WATER STREET between PECK SLIP and DOVER STREET,  DOVER STREET between PEARL STREET and SOUTH STREET,  PECK SLIP between WATER STREET and FRONT STREET,  FRONT STREET between DOVER STREET and PECK SLIP,  PEARL STREET between DOVER STREET and BEEKMAN STREET,  SOUTH STREET between PECK SLIP and ROBERT F WAGNER SR PLACE","Manhattan","1, 3,","1, 5, 7, 9,","Television","Episodic series","United States of America","10002, 10009, 10038,"
"801957","Shooting Permit","07/30/2024 07:00:00 AM","07/30/2024 11:00:00 PM","07/25/2024 07:06:38 AM","Mayor's Office of Media & Entertainment","CARLTON AVENUE between PROSPECT PLACE and SAINT MARKS AVENUE","Brooklyn","8,","78,","WEB","Not Applicable","United States of America","11238,"
"801932","Shooting Permit","07/29/2024 08:00:00 PM","07/30/2024 06:00:00 AM","07/24/2024 08:22:07 PM","Mayor's Office of Media & Entertainment","BUHRE AVENUE between PILGRIM AVENUE and WESTCHESTER AVENUE","Bronx","10,","45,","Film","Short","United States of America","10461,"
"801906","Shooting Permit","08/02/2024 10:00:00 AM","08/03/2024 01:00:00 AM","07/24/2024 05:12:24 PM","Mayor's Office of Media & Entertainment","WEST  144 STREET between AMSTERDAM AVENUE and CONVENT AVENUE,  AMSTERDAM AVENUE between WEST  145 STREET and WEST  141 STREET,  BRADHURST AVENUE between WEST  153 STREET and WEST  145 STREET,  ST NICHOLAS AVENUE between WEST  155 STREET and WEST  151 STREET,  CONVENT AVENUE between WEST  152 STREET and WEST  151 STREET,  WEST  152 STREET between AMSTERDAM AVENUE and ST NICHOLAS PLACE","Manhattan","10, 9,","30, 32,","Television","Episodic series","United States of America","10031, 10032, 10039,"
"801891","Shooting Permit","08/10/2024 09:00:00 AM","08/10/2024 11:00:00 PM","07/24/2024 04:33:44 PM","Mayor's Office of Media & Entertainment","WEST   55 STREET between 6 AVENUE and 5 AVENUE","Manhattan","5,","18,","Film","Feature","United States of America","10019,"
"801876","Shooting Permit","07/29/2024 11:00:00 AM","07/29/2024 11:30:00 PM","07/24/2024 03:58:49 PM","Mayor's Office of Media & Entertainment","23 AVENUE between 31 STREET and 33 STREET,  31 STREET between 23 AVENUE and DITMARS BOULEVARD,  23 AVENUE between 31 STREET and 29 STREET,  33 STREET between 23 AVENUE and DITMARS BOULEVARD,  32 STREET between 23 AVENUE and 23 ROAD,  34 AVENUE between 35 STREET and 36 STREET,  34 STREET between 34 AVENUE and 35 AVENUE","Queens","1,","114,","Television","Episodic series","United States of America","11105, 11106,"
"801875","Shooting Permit","07/29/2024 06:00:00 AM","07/29/2024 09:00:00 PM","07/24/2024 03:49:24 PM","Mayor's Office of Media & Entertainment","WEST   23 STREET between 9 AVENUE and 8 AVENUE,  WEST   23 STREET between 8 AVENUE and 7 AVENUE,  WEST   27 STREET between 7 AVENUE and 6 AVENUE,  6 AVENUE between WEST   28 STREET and WEST   26 STREET,  WEST   29 STREET between 7 AVENUE and 6 AVENUE","Manhattan","4, 5,","10, 13, 14,","Television","Cable-episodic","United States of America","10001, 10011,"
"801864","Shooting Permit","08/01/2024 11:00:00 AM","08/02/2024 01:00:00 AM","07/24/2024 03:13:22 PM","Mayor's Office of Media & Entertainment","EAST   21 STREET between BROADWAY and PARK AVENUE SOUTH,  PARK AVENUE SOUTH between EAST   22 STREET and EAST   18 STREET,  EAST   20 STREET between 5 AVENUE and GRAMERCY PARK WEST,  EAST   19 STREET between BROADWAY and PARK AVENUE SOUTH,  PARK AVENUE SOUTH between EAST   22 STREET and EAST   20 STREET,  E 21 ST between PARK AVENUE SOUTH and GRAMERCY PARK W,  EAST   21 STREET between LEXINGTON AVENUE and GRAMERCY PARK EAST,  EAST   21 STREET between GRAMERCY PARK EAST and 3 AVENUE,  GRAMERCY PARK WEST between EAST   21 STREET and EAST   20 STREET,  EAST   20 STREET between GRAMERCY PARK WEST and IRVING PLACE","Manhattan","5, 6,","13,","Television","Episodic series","United States of America","10003, 10010,"
"801859","Shooting Permit","07/25/2024 07:00:00 AM","07/25/2024 11:00:00 PM","07/24/2024 02:54:33 PM","Mayor's Office of Media & Entertainment","EAST   55 STREET between 5 AVENUE and MADISON AVENUE,  EAST   55 STREET between 5 AVENUE and MADISON AVENUE","Manhattan","5,","18,","Still Photography","Not Applicable","United States of America","10019, 10022,"
"801842","Shooting Permit","07/29/2024 06:00:00 AM","07/29/2024 09:00:00 PM","07/24/2024 02:07:02 PM","Mayor's Office of Media & Entertainment","NORTH HENRY STREET between DRIGGS AVENUE and ENGERT AVENUE,  NORTH HENRY STREET between ENGERT AVENUE and MEEKER AVENUE,  ENGERT AVENUE between RUSSELL STREET and NORTH HENRY STREET,  ENGERT AVENUE between MONITOR STREET and MEEKER AVENUE,  MONITOR STREET between DRIGGS AVENUE and MEEKER AVENUE,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  CALYER STREET between DIAMOND STREET and MOULTRIE STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  MESEROLE AVENUE between JEWEL STREET and DIAMOND STREET","Brooklyn","1,","94,","Television","Episodic series","United States of America","11222,"
"801825","Shooting Permit","07/31/2024 06:00:00 AM","07/31/2024 09:00:00 PM","07/24/2024 01:12:58 PM","Mayor's Office of Media & Entertainment","KINGSLAND AVENUE between GREENPOINT AVENUE and DEAD END","Brooklyn","1,","94,","Television","Cable-episodic","United States of America","11222,"
"801824","Shooting Permit","07/30/2024 08:00:00 AM","07/30/2024 10:00:00 PM","07/24/2024 01:09:56 PM","Mayor's Office of Media & Entertainment","MCGUINESS BOULEVARD between BOX STREET and CLAY STREET,  MCGUINESS BOULEVARD between ASH STREET and BOX STREET,  MCGUINESS BOULEVARD between BOX STREET and CLAY STREET,  CLAY STREET between MCGUINESS BOULEVARD and PAIDGE AVENUE,  PAIDGE AVENUE between MCGUINESS BOULEVARD and CLAY STREET,  PROVOST STREET between PAIDGE AVENUE and HURON STREET,  KINGSLAND AVENUE between GREENPOINT AVENUE and DEAD END","Brooklyn","1,","94,","Television","Cable-episodic","United States of America","11222,"
"801795","Shooting Permit","07/31/2024 07:00:00 AM","07/31/2024 09:00:00 PM","07/24/2024 11:57:06 AM","Mayor's Office of Media & Entertainment","BROADWAY between WEST   57 STREET and WEST   54 STREET,  WEST   54 STREET between BROADWAY and 7 AVENUE,  BROADWAY between WEST   54 STREET and WEST   53 STREET,  WEST   53 STREET between BROADWAY and 7 AVENUE,  WEST   51 STREET between 10 AVENUE and 7 AVENUE,  BROADWAY between WEST   51 STREET and WEST   49 STREET,  9 AVENUE between WEST   52 STREET and WEST   50 STREET","Manhattan","4, 5,","18,","Television","Episodic series","United States of America","10019,"
"801779","Shooting Permit","08/04/2024 07:00:00 AM","08/04/2024 11:55:00 PM","07/24/2024 11:12:07 AM","Mayor's Office of Media & Entertainment","WYCKOFF STREET between SMITH STREET and HOYT STREET","Brooklyn","2,","84,","Film","Feature","United States of America","11201,"
"801773","Shooting Permit","07/29/2024 06:00:00 AM","07/29/2024 08:00:00 PM","07/24/2024 11:02:43 AM","Mayor's Office of Media & Entertainment","CENTRAL PARK WEST between WEST   66 STREET and WEST   69 STREET,  WEST   67 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,  WEST   77 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,  CENTRAL PARK WEST between WEST   77 STREET and WEST   81 STREET,  WEST   66 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,  WEST   75 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE","Manhattan","64, 7,","20, 22,","Television","Episodic series","United States of America","10023, 10024,"
"801769","Shooting Permit","07/28/2024 08:00:00 AM","07/28/2024 11:00:00 PM","07/24/2024 10:56:00 AM","Mayor's Office of Media & Entertainment","ELIZABETH STREET between HESTER STREET and CANAL STREET","Manhattan","2,","5,","Film","Feature","United States of America","10013,"
"801765","Shooting Permit","07/29/2024 06:00:00 AM","07/29/2024 10:00:00 PM","07/24/2024 10:46:39 AM","Mayor's Office of Media & Entertainment","ST NICHOLAS AVENUE between WEST  181 STREET and WEST  182 STREET,  WEST  181 STREET between ST NICHOLAS AVENUE and WADSWORTH AVENUE","Manhattan","12,","34,","WEB","Not Applicable","United States of America","10033,"
"801761","Shooting Permit","07/27/2024 08:00:00 AM","07/27/2024 11:00:00 PM","07/24/2024 10:28:32 AM","Mayor's Office of Media & Entertainment","WEST   30 STREET between BROADWAY and FIFTH AVENUE,  BOND STREET between LAFAYETTE STREET and BOWERY","Manhattan","2, 5,","14, 9,","Film","Feature","United States of America","10001, 10012,"
"801757","Shooting Permit","08/03/2024 09:00:00 AM","08/03/2024 11:59:00 PM","07/24/2024 10:16:00 AM","Mayor's Office of Media & Entertainment","WEST  113 STREET between AMSTERDAM AVENUE and MORNINGSIDE DRIVE","Manhattan","9,","26,","Film","Feature","United States of America","10025,"
"801756","Shooting Permit","07/31/2024 06:30:00 AM","07/31/2024 08:00:00 PM","07/24/2024 10:09:41 AM","Mayor's Office of Media & Entertainment","CALYER STREET between DIAMOND STREET and JEWEL STREET,  CALYER STREET between JEWEL STREET and MOULTRIE STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET","Brooklyn","1,","94,","Television","Episodic series","United States of America","11222,"
"801739","Shooting Permit","08/02/2024 07:00:00 AM","08/02/2024 11:00:00 PM","07/24/2024 09:03:05 AM","Mayor's Office of Media & Entertainment","WEST  158 STREET between BROADWAY and AMSTERDAM AVENUE","Manhattan","12, 9,","30, 33,","Film","Feature","United States of America","10032,"
"801661","Rigging Permit","08/01/2024 07:00:00 AM","08/02/2024 09:00:00 PM","07/23/2024 04:38:53 PM","Mayor's Office of Media & Entertainment","NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE","Brooklyn","1,","94,","Film","Feature","United States of America","11222,"
"801660","Shooting Permit","07/31/2024 07:00:00 AM","07/31/2024 09:00:00 PM","07/23/2024 04:33:22 PM","Mayor's Office of Media & Entertainment","NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE","Brooklyn","1,","94,","Film","Feature","United States of America","11222,"
"801659","Shooting Permit","07/30/2024 07:00:00 AM","07/30/2024 09:00:00 PM","07/23/2024 04:29:23 PM","Mayor's Office of Media & Entertainment","NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE","Brooklyn","1,","94,","Film","Feature","United States of America","11222,"
"801656","Shooting Permit","07/29/2024 07:00:00 AM","07/29/2024 09:00:00 PM","07/23/2024 04:25:21 PM","Mayor's Office of Media & Entertainment","NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE","Brooklyn","1,","94,","Film","Feature","United States of America","11222,"
"801618","Shooting Permit","07/30/2024 07:00:00 AM","07/30/2024 10:00:00 PM","07/23/2024 02:57:32 PM","Mayor's Office of Media & Entertainment","EAST    9 STREET between UNIVERSITY PLACE and LAFAYETTE STREET,  EAST   10 STREET between UNIVERSITY PLACE and BROADWAY,  BROADWAY between EAST   12 STREET and EAST    8 STREET,  4 AVENUE between EAST   13 STREET and EAST   10 STREET,  EAST   12 STREET between 4 AVENUE and 3 AVENUE,  3 AVENUE between EAST   13 STREET and EAST   10 STREET,  EAST   11 STREET between 4 AVENUE and 3 AVENUE,  LUDLOW STREET between STANTON STREET and DELANCEY STREET,  ESSEX STREET between STANTON STREET and DELANCEY STREET,  RIVINGTON STREET between LUDLOW STREET and ESSEX STREET,  RIVINGTON STREET between ORCHARD STREET and LUDLOW STREET,  SUFFOLK STREET between EAST HOUSTON STREET and STANTON STREET,  STANTON STREET between SUFFOLK STREET and CLINTON STREET,  5 AVENUE between EAST   13 STREET and EAST   14 STREET","Manhattan","2, 3,","6, 7, 9,","Television","Episodic series","United States of America","10002, 10003, 10011,"
"801589","Shooting Permit","07/29/2024 05:00:00 AM","07/29/2024 09:00:00 PM","07/23/2024 01:49:06 PM","Mayor's Office of Media & Entertainment","LORIMER STREET between DRIGGS AVENUE and BAYARD STREET,  LORIMER STREET between BAYARD STREET and RICHARDSON STREET,  BAYARD STREET between UNION AVENUE and LORIMER STREET,  WITHERS ST. between MEEKER AVENUE and UNION AVENUE,  MEEKER AVE between UNION AVENUE and WITHERS STREET,  UNION AVENUE between WITHERS STREET and JACKSON STREET,  HAVEMEYER STREET between NORTH    9 STREET and NORTH    8 STREET","Brooklyn","1,","94,","Television","Episodic series","United States of America","11211, 11222,"
"801572","Shooting Permit","07/24/2024 06:00:00 AM","07/24/2024 09:00:00 PM","07/23/2024 01:03:59 PM","Mayor's Office of Media & Entertainment","AVENUE L between EAST   93 STREET and EAST   94 STREET,  AVENUE L between EAST   94 STREET and ROCKAWAY PARKWAY,  EAST   94 STREET between AVENUE L and AVENUE M,  EAST   95 STREET between AVENUE L and AVENUE M,  EAST   95 STREET between AVENUE L and AVENUE K","Brooklyn","18,","69,","Television","Episodic series","United States of America","11236,"
"801547","Shooting Permit","07/25/2024 05:00:00 AM","07/25/2024 09:00:00 PM","07/23/2024 11:58:44 AM","Mayor's Office of Media & Entertainment","RIVERSIDE BOULEVARD between WEST   66 STREET and WEST   63 STREET,  WEST   66 STREET between WEST END AVENUE and RIVERSIDE BOULEVARD,  WEST END AVENUE between WEST   66 STREET and WEST   64 STREET,  WEST STREET between OAK STREET and GREENPOINT AVENUE","Manhattan","1, 7,","1, 20, 94,","Commercial","Commercial","United States of America","10006, 10023, 10069, 11222,"
"801545","Shooting Permit","07/26/2024 07:00:00 AM","07/26/2024 11:00:00 PM","07/23/2024 11:57:37 AM","Mayor's Office of Media & Entertainment","34 AVENUE between 35 STREET and 37 STREET,  37 STREET between 34 AVENUE and 35 AVENUE,  35 AVENUE between 36 STREET and 37 STREET","Queens","1,","114,","Television","Episodic series","United States of America","11101, 11106,"
"801544","Shooting Permit","07/25/2024 07:00:00 AM","07/25/2024 11:00:00 PM","07/23/2024 11:53:56 AM","Mayor's Office of Media & Entertainment","34 AVENUE between 35 STREET and 37 STREET,  37 STREET between 34 AVENUE and 35 AVENUE,  35 AVENUE between 36 STREET and 37 STREET","Queens","1,","114,","Television","Episodic series","United States of America","11101, 11106,"
"801513","Shooting Permit","07/25/2024 08:00:00 AM","07/25/2024 11:00:00 PM","07/23/2024 10:41:47 AM","Mayor's Office of Media & Entertainment","EAST   19 STREET between THIRD AVENUE and IRVING PLACE,  EAST   19 STREET between THIRD AVENUE and IRVING PLACE,  THIRD AVENUE between EAST   17 STREET and EAST   19 STREET,  IRVING PLACE between EAST   18 STREET and EAST   19 STREET,  EAST   20 STREET between GRAMERCY PARK EAST and THIRD AVENUE,  EAST   19 STREET between IRVING PLACE and PARK AVENUE SOUTH,  PARK AVENUE SOUTH between EAST   18 STREET and EAST   22 STREET,  EAST   19 STREET between BROADWAY and PARK AVENUE SOUTH","Manhattan","5, 6,","13,","Television","Cable-episodic","United States of America","10003, 10010,"
"801493","Theater Load in and Load Outs","07/29/2024 12:01:00 PM","08/08/2024 11:59:00 PM","07/23/2024 09:23:37 AM","Mayor's Office of Media & Entertainment","AMSTERDAM AVENUE between WEST   62 STREET and WEST   65 STREET","Manhattan","7,","20,","Theater","Theater","United States of America","10023,"
